step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
703,PAYMENT,1137.382919446692,O73,20599.216503871783,45325.4193202858,D73,42031.18747778887,47345.82271612493,0
402,PAYMENT,5690.75253105643,O74,296.275802755651,83899.2329997999,D74,14355.31838592749,148293.219182166,0
730,CASH_OUT,4955.824249233511,O75,116160.23806416977,183092.69162974504,D75,190.94598081687968,147520.95787573993,0
556,PAYMENT,4183.2318897910245,O76,15073.245774328698,9102.866867129904,D76,25252.86190603925,33820.886556879304,0
162,DEBIT,8718.382161689555,O77,9727.176991132872,3179.1057295951628,D77,8514.94852042719,32068.876307668048,0
202,TRANSFER,2242.116921668597,O78,697.4684547479761,128895.0144200101,D78,21168.6352721248,89018.61796487538,0
270,CASH_OUT,5392.256565116631,O79,30052.95717454916,31067.20267322638,D79,1144.1133343406732,11640.929307927558,1
271,PAYMENT,5171.799873651928,O80,50007.17464738733,88949.1853621284,D80,24901.58591577038,179664.18095044812,0
456,PAYMENT,5382.386312169988,O81,14783.110134272445,6067.779853928979,D81,215899.77571295158,96945.63375588623,0
462,CASH_OUT,5602.905758527866,O82,8786.70703277602,19251.07858984893,D82,55086.75850854927,18065.192708300136,0
727,CASH_IN,8106.502874340986,O83,35835.11035597314,14757.51672439253,D83,28700.440495316503,32250.56824581204,0
252,CASH_IN,4686.180540302448,O84,344608.2069032931,21338.752193204076,D84,3891.8168307356686,93176.89277353475,0
702,PAYMENT,10444.00615114641,O85,74626.54261850425,24483.93974377255,D85,33815.18920141043,62475.93884646086,0
296,TRANSFER,2790.059873638636,O86,34131.520044642275,5186.393144506588,D86,103427.09927231095,35982.4457907101,0
725,CASH_IN,18144.40704810369,O87,17494.477031553855,31036.357174998768,D87,37627.16137661461,13069.427198507594,0
720,PAYMENT,170.97190873986804,O88,9197.234494742632,55977.27618472118,D88,839.3307175927094,13791.476466452523,0
338,PAYMENT,719.824338401227,O89,29133.91350556162,9225.458511890158,D89,18240.530181072663,1986.8683689406937,0
53,CASH_OUT,437.11848944570977,O90,30786.66784163974,66616.02089690679,D90,98861.39997631965,125954.73749654005,0
217,CASH_IN,2883.7250241471825,O91,7795.463479845633,17246.72605901867,D91,77317.7798826541,4126.108541293009,0
188,CASH_IN,4432.244190484516,O92,189088.20260714673,84593.49759318033,D92,38991.38345156842,85423.12134179873,0
380,TRANSFER,2921.909424348247,O93,21042.64472121497,15843.90885636973,D93,66578.39744770578,44865.69337243557,0
493,TRANSFER,1179.508410593718,O94,33304.83871582629,46528.581525922404,D94,82116.13468412474,46679.30272925517,0
41,TRANSFER,1320.1029406602363,O95,9245.259475765408,6184.305581777661,D95,121027.19055821704,177483.3588423375,0
157,CASH_IN,8230.07975264028,O96,23536.737040846732,25365.1448970724,D96,135720.64671122583,45356.31694066864,0
15,CASH_IN,274.5516217007649,O97,6970.909721610835,49889.03643893639,D97,9807.249976036821,63542.81945653082,0
65,TRANSFER,23842.98853666085,O98,85581.27223519523,14433.571125541017,D98,36077.49477510407,136920.8469983109,0
521,CASH_OUT,6377.535390044159,O99,22935.762376390034,1989.467862444079,D99,101551.640172788,5554.588112564481,0
344,PAYMENT,12703.828784366398,O100,629.4919756561702,110203.2685829958,D100,162251.3117945545,101220.0996507422,0
129,CASH_OUT,1009.4986208953369,O101,59417.803560847926,56941.312444023984,D101,6754.91853437325,8290.395922453657,0
648,CASH_IN,4095.9087102137287,O102,21956.005356088204,22794.55931092876,D102,10732.892018406332,227819.22204491182,0
472,TRANSFER,3764.0670898104136,O103,25101.40125076625,86546.12172078907,D103,5345.433252965849,42506.40661288877,0
63,PAYMENT,4848.610320131647,O104,20830.552765713128,6215.9157722284335,D104,71655.45887637271,20579.25400238705,0
139,TRANSFER,7518.2137748266905,O105,22557.913534185624,86584.27322992262,D105,204708.69343151152,12128.741661736562,0
499,PAYMENT,6254.4427589958905,O106,19158.268054679706,78648.0902845765,D106,32570.840179312072,17358.96838913986,0
593,DEBIT,2495.8657709793233,O107,74815.86278212335,130562.38191581937,D107,51209.21448273047,81283.97692217886,0
392,CASH_IN,10174.166197240955,O108,46924.757749572615,3659.108200886537,D108,13145.430949780468,49924.47830544795,0
675,DEBIT,71.75969727035668,O109,11968.41044892765,77526.87743744101,D109,136467.39854733922,15076.30614945008,0
419,PAYMENT,1460.0274299064013,O110,68163.41788608687,63901.986893450245,D110,12219.234756085003,27825.63647730666,0
289,DEBIT,3664.2686467030367,O111,16127.613895922921,13030.777705120767,D111,23828.080505990125,34943.34942360499,0
379,PAYMENT,9799.989000425892,O112,11067.929375411812,26408.27104041337,D112,7395.560666211726,44763.814097117036,0
490,CASH_IN,2545.0517071251265,O113,30003.87484218453,26201.870001356314,D113,7635.983715639501,49894.370560528165,0
231,CASH_OUT,7481.3099529137735,O114,68613.36685456269,110743.1656588106,D114,98790.22705243257,35367.55749306207,0
41,TRANSFER,1540.1310170078434,O115,36379.62445917986,29406.581077881787,D115,22934.382860199235,138651.24755124826,0
28,DEBIT,17424.45959893937,O116,27726.971389100872,20007.691542044482,D116,17493.52199907478,76073.9376550053,0
135,TRANSFER,77.87956644470691,O117,39786.614873749124,56255.760532886045,D117,53289.878132319114,148027.49877400667,0
201,CASH_IN,973.0080776694834,O118,121844.83384009101,5046.823851417741,D118,12407.355568527808,785.4086062263083,0
33,PAYMENT,110.77293290989886,O119,69154.96210517353,95084.15724688476,D119,144797.66216263812,506.0037141088161,0
48,PAYMENT,86.43553172184987,O120,39229.54320715683,102919.96699413657,D120,178372.19648532415,55610.9905238983,0
503,PAYMENT,11807.529467142029,O121,37261.97455382066,7024.508884324974,D121,17949.801201635433,37705.75521251651,0
407,PAYMENT,1614.1234974406552,O122,4589.687629295007,75012.62472797102,D122,159308.1956121994,8630.592373881671,0
574,TRANSFER,1334.6117015042416,O123,1880.868048477229,90939.17376837527,D123,34987.58746569525,75192.72269943796,0
728,TRANSFER,1553.8840335156576,O124,113113.7376747152,25886.868516256232,D124,37922.291448332144,194613.8838009806,0
99,DEBIT,8118.16344536706,O125,118266.35909392728,144646.38845195295,D125,16294.303074014608,31945.67757964279,0
684,PAYMENT,1868.2769828631701,O126,46105.76441293271,44197.129937873506,D126,18299.153562573483,7956.366697328497,0
726,CASH_IN,4495.9765480530405,O127,176104.48088487732,49998.24790685767,D127,52949.28671302889,88174.8640912183,0
547,CASH_IN,9772.180591003416,O128,45948.128977686254,59334.10693941542,D128,12451.48448865943,8196.281436340652,0
739,CASH_IN,1919.2994699109279,O129,88207.4058796149,25622.65113041655,D129,7155.317470972959,28059.69610264453,0
613,CASH_OUT,787.9928856728557,O130,5280.4711472949675,10398.435721207024,D130,10365.226315312966,131962.5182694783,0
462,TRANSFER,349.31127758812767,O131,120343.7063948263,40575.19886516666,D131,148525.5314074161,23676.811768709736,0
643,PAYMENT,4142.85033314433,O132,31998.649460697303,8987.40371764902,D132,16747.465943288153,33339.57559402759,0
5,PAYMENT,4654.834529129694,O133,133693.49011850855,141596.76499688692,D133,50136.9782441261,141645.95092277214,0
218,TRANSFER,10241.471129534186,O134,49195.01777074964,4341.894044180074,D134,75243.07100543252,6001.679575100969,0
503,DEBIT,3207.9371738169975,O135,29656.459254659385,48842.31077962757,D135,43235.89715181238,46822.97310598564,0
398,TRANSFER,10095.783862687706,O136,3670.277511352455,5405.308111495483,D136,103266.40035638223,8977.618180981179,0
393,CASH_OUT,3612.7340983189083,O137,31918.906246774914,90714.71409327682,D137,13170.84365208567,62382.518541238984,0
207,PAYMENT,4460.648036551142,O138,2517.0683371399336,27113.765042018207,D138,83455.43646069683,51318.502881624394,0
15,PAYMENT,3856.525641759023,O139,77670.48663085604,62330.04163533004,D139,48036.79647039984,5238.716285327404,0
554,DEBIT,1786.3395307424091,O140,4814.563279521293,75156.24693602305,D140,23113.78160839712,44522.23250126255,0
461,PAYMENT,9278.66105707255,O141,16538.005293535127,41464.457398376995,D141,109024.26167426482,18516.492334131897,0
691,DEBIT,10784.0779169546,O142,28798.220268229958,8464.210788371787,D142,62177.928577672355,11366.169053109503,0
575,DEBIT,9433.364419579359,O143,49163.6313695334,54240.82285413871,D143,18393.838052020827,17654.051963634516,0
743,TRANSFER,567.6371168074312,O144,51465.24010314864,7011.825153172713,D144,18405.462298240993,26605.947808020606,0
241,CASH_OUT,5490.562243028087,O145,4687.526158821485,94819.04968449978,D145,2974.8879320525784,25916.49165906542,0
564,CASH_OUT,2935.7435234742284,O146,6801.648862506846,30010.0652840231,D146,67269.45018987276,21568.438255083904,0
96,TRANSFER,514.3504379189864,O147,236898.66389587478,27324.17096372726,D147,232.81924881168933,149407.59538790525,0
734,TRANSFER,319.0046268837576,O148,91825.27234981097,118507.20974363817,D148,111408.11638200501,11694.60439617677,0
485,DEBIT,5984.068144140847,O149,19561.181180394382,13753.201755206168,D149,8871.161469524226,40537.62498430175,0
407,PAYMENT,2534.4802352973406,O150,41003.11403891639,54850.590958309345,D150,101238.95249540036,32898.26220985672,0
231,TRANSFER,2407.4760532238706,O151,58416.208112509135,86680.72341785695,D151,9625.307423726083,35543.872507213906,0
655,CASH_IN,1198.110472523194,O152,9129.202931591219,20549.696274532453,D152,48630.06839561865,10144.825505102766,0
171,PAYMENT,4608.077980234431,O153,7237.11280572692,35988.415562944094,D153,26185.961695686816,31555.712283292265,0
541,CASH_IN,803.1598640227699,O154,34433.541029146996,1660.5632157729003,D154,45623.65965287816,32347.444022145526,0
36,CASH_IN,20.411057685814423,O155,19072.94592256049,63421.981254100676,D155,91870.6051401448,3544.3823473347034,0
525,PAYMENT,70.85935802058397,O156,32450.418823120952,16729.221464064638,D156,9216.549059833107,30064.501094367697,0
160,PAYMENT,2293.1829240992956,O157,9125.46116778463,32665.861269964913,D157,5705.140458044473,13466.521485610181,0
699,PAYMENT,6343.185755070194,O158,5176.950948281157,189126.06220505753,D158,22243.907590885257,29982.397572756432,0
243,PAYMENT,4613.691570075015,O159,171799.8290072417,5842.2570281729095,D159,8036.995548260839,140078.9296998693,0
86,PAYMENT,1443.0090366440152,O160,5246.508757825277,37081.79725620574,D160,129669.53551465923,31401.700208009875,0
578,PAYMENT,537.6657375798325,O161,98382.79180974138,63819.93395744773,D161,10610.189864850729,11157.987022219238,0
682,DEBIT,2245.8577379012763,O162,30913.02435167135,56703.6559311965,D162,16457.682709776433,59865.17916099664,0
557,TRANSFER,11336.83168914888,O163,29596.05671377406,3887.8385848442254,D163,47355.005727417585,29690.400073780205,0
574,TRANSFER,2130.030323101371,O164,28781.72736582857,38934.21124963525,D164,143571.73056377322,10331.826221001435,0
646,PAYMENT,639.2417640038022,O165,2334.606510122811,21591.971825045643,D165,106361.49258189631,22393.372009239127,0
28,CASH_OUT,11089.38467821452,O166,2879.756221842948,19599.491498480475,D166,17667.490163779272,37356.70715814721,0
620,TRANSFER,1957.640655017137,O167,6379.989533694469,26956.995197409815,D167,20593.313968364917,3046.6599169809565,0
556,CASH_OUT,7391.186576901755,O168,69258.1657191379,62902.92198257248,D168,81513.63917227484,22901.873920054648,0
340,CASH_IN,1594.908646774035,O169,15406.869027858407,44745.863818635255,D169,25270.48547704786,3994.4224628340685,0
331,PAYMENT,10167.278778581522,O170,52697.05433960281,128372.61582373944,D170,22197.896061893007,3136.388668618266,0
640,PAYMENT,427.04939597858106,O171,22053.966072995176,10200.260098158862,D171,64880.06313338868,13833.889095155755,0
506,TRANSFER,1459.729035155535,O172,67919.96964873617,3912.205964664899,D172,29861.36804727192,41495.17125765871,0
348,TRANSFER,6500.037097172319,O173,102084.41987987475,67325.9999592485,D173,57917.7005163463,32700.613255684075,0
473,DEBIT,2508.605285341613,O174,32150.27619912281,39664.82446265323,D174,187161.90300508036,87570.41367685849,0
231,DEBIT,3999.244897886149,O175,2528.3243174171203,67265.95016175396,D175,27358.37319879827,7978.9237975480655,0
190,CASH_IN,1621.8496746372882,O176,59648.12571358912,14808.137874263666,D176,2737.3470069479226,120210.84065362863,0
225,PAYMENT,2241.2363986854643,O177,27314.158319763465,1050.538995781636,D177,170523.1138862809,20510.76941317487,0
385,CASH_OUT,4662.983400247202,O178,81790.12845245395,3642.4966987449347,D178,22765.308371485542,10132.52273409765,1
377,CASH_IN,7861.376123517726,O179,124352.47759626304,220786.36293343577,D179,45083.10049226937,70509.56186951087,0
283,PAYMENT,11126.52283591163,O180,121114.08177168704,43984.343703248844,D180,11793.022662419773,26343.51000081196,0
633,TRANSFER,2222.330732925569,O181,95267.16681466774,12290.614280137255,D181,70188.6371456264,748.5156386486464,0
628,CASH_IN,4976.72525129111,O182,5763.729886218844,14440.350413840844,D182,51718.386649180015,1790.960690850947,0
259,TRANSFER,3445.434407026782,O183,72873.41527940819,42305.485343814464,D183,30791.247413944413,12178.495250152897,0
359,CASH_IN,5340.253215228914,O184,54825.465174982215,77065.87496822451,D184,129341.60555982288,11908.228396781145,0
710,PAYMENT,4862.612741281254,O185,16761.718938230057,11030.671819433212,D185,28885.243156773387,12166.78097653024,0
456,TRANSFER,4841.013337871319,O186,12682.095782151357,14514.810794808263,D186,22871.277698420396,62643.77865196563,0
411,TRANSFER,2865.9484557934234,O187,119734.47329150628,86388.97733549736,D187,139568.96002840725,74301.64558857115,0
649,TRANSFER,1737.4560267372392,O188,238711.24760218416,23310.67560671602,D188,17009.067484079802,19442.611522310148,0
318,TRANSFER,2734.375036557722,O189,76681.02966651035,38797.3960788313,D189,54284.04806630674,39778.56562626472,0
677,PAYMENT,9072.668638552723,O190,7776.725376083109,41720.021478578405,D190,2459.410201683061,175942.73842017082,0
225,DEBIT,2099.2502502586694,O191,40771.2508825697,23084.832501110774,D191,57186.25155822733,117696.84256625066,0
234,PAYMENT,9882.205214637257,O192,15666.34097444399,14187.428608710565,D192,47823.819201875536,33772.28560904463,0
684,TRANSFER,909.1405014088556,O193,15784.116448569632,53846.226919047025,D193,13366.300964830501,100960.0611851694,0
664,TRANSFER,4034.1936545876733,O194,7095.426334536667,59787.26235654432,D194,4211.950441783716,18131.299954025995,0
374,CASH_OUT,577.7629666454503,O195,9570.374464615588,105968.27105188594,D195,28901.87936513094,32008.365495053644,0
672,DEBIT,2921.0945821444575,O196,29121.931483826018,75882.64189729326,D196,71040.3302236106,5313.453283332991,0
608,DEBIT,17622.379949003003,O197,5705.410485605523,4136.716874082252,D197,2281.6539100259088,137612.8097787362,0
472,CASH_IN,4921.787888746678,O198,8072.330809498934,1660.3273730963667,D198,76989.06424658807,18478.000059470913,0
233,TRANSFER,89.90789022161553,O199,6590.128971957841,51368.440944813854,D199,12300.721347302904,4065.9938288726917,0
692,DEBIT,8644.787434524958,O200,17692.1877411594,44023.794004922354,D200,14813.886755918244,40398.34795221961,0
113,CASH_OUT,3471.2440651597694,O201,161892.64504451418,20894.28709770396,D201,370504.0274401774,25392.406940253408,0
497,DEBIT,5566.8261989088705,O202,2354.204672739111,29534.90207849139,D202,3428.897208558898,47292.44915466945,0
442,CASH_IN,5137.9176315466775,O203,14248.696817140088,63412.48003523219,D203,48157.00247770798,23060.9737588244,0
564,TRANSFER,1044.2755587300949,O204,114205.55335473872,32592.41157702347,D204,38090.890408534775,31241.75161024584,0
268,CASH_IN,2600.7111999593913,O205,4738.92265664263,3412.097624429555,D205,335761.1735749078,88327.13832009431,0
510,CASH_IN,1209.7156429476963,O206,81156.58695112674,59961.07559090715,D206,25467.257041822228,5593.9918593564435,0
386,TRANSFER,983.6343133500765,O207,3097.740387727656,88153.10217864168,D207,39350.4551689278,13207.262869654725,0
387,CASH_IN,4071.363511590215,O208,13364.438224454789,100478.64461978448,D208,10182.283206964925,10581.284088939914,0
113,PAYMENT,1138.4425891791125,O209,103695.36914429383,19005.54266080947,D209,80763.69786628628,41311.54806893618,0
613,CASH_IN,1124.7402332410418,O210,301.5094468909516,50925.445911214905,D210,21890.013047916433,13449.740927963727,0
625,CASH_IN,4924.726110956232,O211,31573.795141582796,12988.172880616814,D211,3458.529249493697,112266.53827930757,0
81,PAYMENT,2572.1136885533924,O212,65866.85203507911,6334.212927382614,D212,16301.5440373074,15281.104846039187,0
699,CASH_OUT,1132.364144227754,O213,20943.376213078376,40883.667394926866,D213,111570.83507303498,17179.131931254637,1
113,PAYMENT,2419.4262103940628,O214,10053.303344689046,52231.43462524858,D214,46528.1582676796,16918.40078895921,0
2,PAYMENT,4330.606388650609,O215,3234.9781031195034,221903.86964869706,D215,131137.61509354928,5262.0404342561915,0
642,PAYMENT,4565.9052740154775,O216,105174.72452601837,2717.237133948297,D216,2433.7292798156927,90384.95531647088,0
220,CASH_IN,11416.740630420405,O217,72609.90237406717,1237.5322853060986,D217,19107.100933553545,8349.938289078482,0
566,CASH_IN,13308.542796797477,O218,56513.030373221474,28660.10284226514,D218,50693.03379361911,53607.469372911764,0
736,PAYMENT,1134.61218473115,O219,80751.99100772513,111426.23431110872,D219,43857.35173380624,5664.355774707152,0
225,CASH_OUT,3369.9130106781854,O220,39235.766996196784,33563.33749366467,D220,13776.12178907531,25066.174584069267,0
385,TRANSFER,2949.378902195095,O221,99684.86520084855,32416.90814327538,D221,4391.704537054046,21737.605761534385,0
403,CASH_IN,7289.58291434711,O222,35108.93014033619,12778.004786619296,D222,40134.82374598563,12510.262464097514,0
638,PAYMENT,1070.0129050947053,O223,24919.959935903247,19184.23724340947,D223,87362.82761351661,120586.0958662482,0
130,CASH_OUT,1281.5468804600828,O224,37251.92380521295,59722.07104768331,D224,97316.09200961894,32455.891005704772,0
53,PAYMENT,861.092925249708,O225,177043.2763758824,10902.228762904513,D225,35299.62215038337,28641.109722807505,0
684,TRANSFER,6588.96910699004,O226,55847.66829371731,9779.206180389745,D226,8806.780011495455,37356.11137780337,0
730,CASH_IN,1290.461275229141,O227,9426.621029609152,16996.815020070222,D227,25363.518023153636,14602.590555209736,0
672,CASH_OUT,2720.817895043835,O228,28499.382149166635,36890.88916152541,D228,151997.93858829438,111056.92310522345,0
710,PAYMENT,1503.517659995775,O229,63291.81569355939,2775.0134583391628,D229,48696.27130992841,14417.105766455668,0
416,DEBIT,20167.597769602446,O230,27169.699963866573,12.942665020928706,D230,37656.19203260691,119598.08761611288,0
247,CASH_IN,5220.589927136365,O231,55834.5256047494,17575.615689067807,D231,27414.159843892656,10104.34848894799,0
439,PAYMENT,1681.7463403062209,O232,1993.9403462645378,25294.476721600106,D232,2939.7961007474883,17569.330583079347,0
203,DEBIT,616.5935058421227,O233,25586.42374707995,41965.73166034904,D233,45916.84166432187,4359.414720705583,0
184,PAYMENT,2887.571205606056,O234,18267.93660890443,5272.92600241895,D234,20431.03544063215,4296.385710718006,0
123,TRANSFER,999.2865684313783,O235,46629.23391471258,59083.79961051966,D235,80771.90429819633,62549.68703777802,0
401,CASH_OUT,914.8806809195105,O236,5703.452083808526,7979.629099921371,D236,38831.86602513588,8851.267879182325,0
294,CASH_OUT,1748.1312662525231,O237,30151.71125785075,29552.307094806485,D237,85514.38982334452,67859.92398588308,0
280,CASH_IN,16963.68880323877,O238,45870.850080553966,39488.05729425938,D238,4363.624431450082,21544.402427876845,0
610,PAYMENT,2552.760139316977,O239,4744.794224411144,117578.23631630908,D239,56419.629386773115,14982.561818907381,0
198,CASH_OUT,1180.8959155956331,O240,36932.77890246429,55055.48460381407,D240,61191.31730439088,11572.578374774102,0
